clave_unica,merge_tag,fieldKey_completo,nombre,dataType,id
cuanto_hace_que_me_seguis,{{contact.cuanto_hace_que_me_seguis}},contact.cuanto_hace_que_me_seguis,¿Cuánto hace que me seguís?,SINGLE_OPTIONS,0Bpf7By7PHjgh4uWpuzS
cuantos_empleados_tenes_actualmente,{{contact.cuantos_empleados_tenes_actualmente}},contact.cuantos_empleados_tenes_actualmente,¿Cuántos empleados tenés actualmente?,RADIO,E0Lsvsy95pzVlGV6Sd6A
cuenta,{{contact.cuenta}},contact.cuenta,cuenta,TEXT,48GGwEenfZ2R0DLfKELz
cuit,{{contact.cuit}},contact.cuit,Cuit,TEXT,U5XKVEIo1CdQntiHqvyN
cul_de_estos_objetivos_est_bien_formulado_smart,{{contact.cul_de_estos_objetivos_est_bien_formulado_smart}},contact.cul_de_estos_objetivos_est_bien_formulado_smart,¿Cuál de estos objetivos está bien formulado (SMART)?,CHECKBOX,V4hK36WMxLY8KB3Uv2lS
cul_es_el_nivel_de_facturacin_promedio_mensual_de_la_empresa_expresado_en_usd,{{contact.cul_es_el_nivel_de_facturacin_promedio_mensual_de_la_empresa_expresado_en_usd}},contact.cul_es_el_nivel_de_facturacin_promedio_mensual_de_la_empresa_expresado_en_usd,¿Cuál es el nivel de facturación promedio mensual de la empresa? (Expresado en USD),SINGLE_OPTIONS,tcOoQb2UddE8aZYuCmaK
cundo_son_las_consultoras_en_vivo_y_los_talleres_del_meg,{{contact.cundo_son_las_consultoras_en_vivo_y_los_talleres_del_meg}},contact.cundo_son_las_consultoras_en_vivo_y_los_talleres_del_meg,¿Cuándo son las consultorías en vivo y los talleres del MEG?,RADIO,V4kZzn8ARTbWxgy4FVYM
date,{{contact.date}},contact.date,FV - date,DATE,Boli6UBIPCD9dMPtanOV
de_cuanto_tiempo_se_recomienda_armar_el_fondo_de_emergencia,{{contact.de_cuanto_tiempo_se_recomienda_armar_el_fondo_de_emergencia}},contact.de_cuanto_tiempo_se_recomienda_armar_el_fondo_de_emergencia,De cuanto tiempo se recomienda armar el fondo de emergencia.,CHECKBOX,030lSkpL15VvK1dlqaep
de_esa_facturacion_cual_es_la_ganancia_real,{{contact.de_esa_facturacion_cual_es_la_ganancia_real}},contact.de_esa_facturacion_cual_es_la_ganancia_real,"De esa facturación, ¿cuál es la ganancia real?",SINGLE_OPTIONS,pMklPgzW2zgLBU852kzU
de_que_provincia_sos,{{contact.de_que_provincia_sos}},contact.de_que_provincia_sos,FV - ¿De qué provincia sos?,TEXT,mKLgM7kth7uWIDdIWYxA
de_que_te_diste_cuenta_al_transitar_el_meg_ej_me_di_cuenta_que_de_que_no_tenia_una_metodologia_para_analizar_los_numeros_del_negocio_etc,{{contact.de_que_te_diste_cuenta_al_transitar_el_meg_ej_me_di_cuenta_que_de_que_no_tenia_una_metodologia_para_analizar_los_numeros_del_negocio_etc}},contact.de_que_te_diste_cuenta_al_transitar_el_meg_ej_me_di_cuenta_que_de_que_no_tenia_una_metodologia_para_analizar_los_numeros_del_negocio_etc,"¿De qué te diste cuenta al transitar el MEG? (Ej: Me di cuenta que de que no tenía una metodología para analizar los números del negocio, etc)",LARGE_TEXT,ZrDoiUxqNcIC1o9MuYKL
depedida,{{contact.depedida}},contact.depedida,Despedida,SINGLE_OPTIONS,AhNaRFKrldPAS6vmDjuG
describi_brevemente_de_que_trata_tu_negocio,{{contact.describi_brevemente_de_que_trata_tu_negocio}},contact.describi_brevemente_de_que_trata_tu_negocio,Describí brevemente de qué trata tu negocio.,LARGE_TEXT,GUycZPPlQWOcT77w94k5
devolucion,{{contact.devolucion}},contact.devolucion,Devolucion,SINGLE_OPTIONS,ktU4HasWvM40APYDgOm5
dia_1,{{contact.dia_1}},contact.dia_1,Dia 1,SINGLE_OPTIONS,JFageJNG8pr6FtfA3ZMo
dia_2,{{contact.dia_2}},contact.dia_2,Dia 2,SINGLE_OPTIONS,qqpbz9ZcTs6qIaM4iIr4
dia_3,{{contact.dia_3}},contact.dia_3,Dia 3,SINGLE_OPTIONS,Vypzv9X2Kl496v8d3SFr
dia_4,{{contact.dia_4}},contact.dia_4,Dia 4,SINGLE_OPTIONS,ZzFrQepd4VhfvqulsKsI
dia_5,{{contact.dia_5}},contact.dia_5,Dia 5,SINGLE_OPTIONS,sXswhJ4ofYrYAK4pnDTd
dia_6,{{contact.dia_6}},contact.dia_6,Dia 6,SINGLE_OPTIONS,FvK3n74xtu5GgGmgWFDL
dia_7,{{contact.dia_7}},contact.dia_7,Dia 7,SINGLE_OPTIONS,6caXIviPlq5sSV2pmUsJ
dia_8,{{contact.dia_8}},contact.dia_8,Dia 8,SINGLE_OPTIONS,HVlBdnBuJAPxOMF2pUrz
dia_9,{{contact.dia_9}},contact.dia_9,Dia 9,SINGLE_OPTIONS,d6uHDWQXnfFqS4gO3hPZ
dia_d,{{contact.dia_d}},contact.dia_d,Dia D ,SINGLE_OPTIONS,ySJ95m68QUrstARcSfW0
diagnostico_inicial,{{contact.diagnostico_inicial}},contact.diagnostico_inicial,Diagnostico inicial,SINGLE_OPTIONS,8Iux86zDitRzBlqpszR2
dias_de_soporte,{{contact.dias_de_soporte}},contact.dias_de_soporte,Dias de soporte,DATE,IJS5rJZZcefYqS3rbRiu
dni,{{contact.dni}},contact.dni,Dni,TEXT,vV1B42QLt1lA3CCoZsw1
do_you_feel_confident_about_your_current_resume_and_interview_skills,{{contact.do_you_feel_confident_about_your_current_resume_and_interview_skills}},contact.do_you_feel_confident_about_your_current_resume_and_interview_skills,Do you feel confident about your current resume and interview skills?,RADIO,AFLug6kWPYf7dBeZrUUQ
do_you_feel_confident_negotiating_for_a_higher_salary_or_better_benefits,{{contact.do_you_feel_confident_negotiating_for_a_higher_salary_or_better_benefits}},contact.do_you_feel_confident_negotiating_for_a_higher_salary_or_better_benefits,Do you feel confident negotiating for a higher salary or better benefits?,RADIO,FuZaaDSwmS9GAGE6LTYj
donde_se_clasifican_iibb_ingresos_brutos_y_tributos_similares_en_el_eerr_economico,{{contact.donde_se_clasifican_iibb_ingresos_brutos_y_tributos_similares_en_el_eerr_economico}},contact.donde_se_clasifican_iibb_ingresos_brutos_y_tributos_similares_en_el_eerr_economico,¿Dónde se clasifican IIBB (Ingresos Brutos) y tributos similares en el EERR económico?,CHECKBOX,1sTcA1BSRDPuNcMFBIxQ
durante_m_5_ademas_de_presupuestar_se_sugiere,{{contact.durante_m_5_ademas_de_presupuestar_se_sugiere}},contact.durante_m_5_ademas_de_presupuestar_se_sugiere," Durante M5, además de presupuestar, se sugiere…",CHECKBOX,Ug6BILSkLhvcWQqThSLq
economico_vs_financiero_elegi_la_afirmacion_correcta,{{contact.economico_vs_financiero_elegi_la_afirmacion_correcta}},contact.economico_vs_financiero_elegi_la_afirmacion_correcta,“Económico” vs “Financiero”: elegí la afirmación correcta.,CHECKBOX,WY7zOEkURqt6NCgUQWjn
eerr_economico,{{contact.eerr_economico}},contact.eerr_economico,EERR Economico,SINGLE_OPTIONS,7jgt5JNjq7oiLy1P0oyA
eerr_financiero,{{contact.eerr_financiero}},contact.eerr_financiero,EERR Financiero,SINGLE_OPTIONS,kZFAP20oa6EuQ11MVC8j
el_analisis_indica_dependencia_de_un_solo_proveedor_70_de_compras_cual_es_el_riesgo_y_primera_accion_sugerida,{{contact.el_analisis_indica_dependencia_de_un_solo_proveedor_70_de_compras_cual_es_el_riesgo_y_primera_accion_sugerida}},contact.el_analisis_indica_dependencia_de_un_solo_proveedor_70_de_compras_cual_es_el_riesgo_y_primera_accion_sugerida,El análisis indica dependencia de un solo proveedor (70% de compras). ¿Cuál es el riesgo y primera acción sugerida?,CHECKBOX,xKhXkjEBUdDZ7BF7tq1H
el_metodo_acelerador_de_ganancias_ofrece_diferentes_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,{{contact.el_metodo_acelerador_de_ganancias_ofrece_diferentes_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad}},contact.el_metodo_acelerador_de_ganancias_ofrece_diferentes_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,FV - El Método Acelerador de Ganancias ofrece diferentes niveles de acompañamiento. ¿Estás dispuesto a invertir para profesionalizar tus números e incrementar tu rentabilidad?,RADIO,urGKc8ReoVK0chKNqw9c
el_metodo_acelerador_de_ganancias_ofrece_distintos_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,{{contact.el_metodo_acelerador_de_ganancias_ofrece_distintos_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad}},contact.el_metodo_acelerador_de_ganancias_ofrece_distintos_niveles_de_acompanamiento_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,FV - El Método Acelerador de Ganancias ofrece distintos niveles de acompañamiento. ¿Estás dispuesto a invertir para profesionalizar tus números e incrementar tu rentabilidad?,RADIO,89M4Rzmg9lyiCIflY6Dn
elegi_la_combinacion_correcta_para_medir_rendimiento_de_prospeccion,{{contact.elegi_la_combinacion_correcta_para_medir_rendimiento_de_prospeccion}},contact.elegi_la_combinacion_correcta_para_medir_rendimiento_de_prospeccion,Elegí la combinación correcta para medir rendimiento de prospección:,CHECKBOX,ZMQRzsh2TFhdch8ZMra4
elegi_la_definicion_correcta_de_margen_de_contribucion_mc_por_unidad,{{contact.elegi_la_definicion_correcta_de_margen_de_contribucion_mc_por_unidad}},contact.elegi_la_definicion_correcta_de_margen_de_contribucion_mc_por_unidad,Elegí la definición correcta de margen de contribución (MC) por unidad.,CHECKBOX,q3y6v57yKQzahPCuKren
elegi_la_definicion_correcta_de_margen_de_marcacion,{{contact.elegi_la_definicion_correcta_de_margen_de_marcacion}},contact.elegi_la_definicion_correcta_de_margen_de_marcacion,Elegí la definición correcta de margen de marcación:,CHECKBOX,LDaI6urDxMUkPBy4w8uF
embudo_club,{{contact.embudo_club}},contact.embudo_club,Embudo CLUB,SINGLE_OPTIONS,7UDSkA7IU1Gmx1LUvLHd
embudo_costos_1,{{contact.embudo_costos_1}},contact.embudo_costos_1,Costos 1,SINGLE_OPTIONS,bQvYOj54JtZHpGHWOfq7
embudo_meg,{{contact.embudo_meg}},contact.embudo_meg,Embudo MEG,SINGLE_OPTIONS,2iRCXBlQlFo2qeP7ZZH6
en_caso_de_decidir_trabajar_con_nosotros_existe_alguien_mas_que_deba_estar_presente_para_tomar_la_decision_de_hacerlo,{{contact.en_caso_de_decidir_trabajar_con_nosotros_existe_alguien_mas_que_deba_estar_presente_para_tomar_la_decision_de_hacerlo}},contact.en_caso_de_decidir_trabajar_con_nosotros_existe_alguien_mas_que_deba_estar_presente_para_tomar_la_decision_de_hacerlo,En caso de decidir trabajar con nosotros: ¿Existe alguien más que deba estar presente para tomar la decisión de hacerlo?,SINGLE_OPTIONS,Z4nluwGNOY78VBzeSpUY
en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_la_rentabilidad_de_la_empresa,{{contact.en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_la_rentabilidad_de_la_empresa}},contact.en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_la_rentabilidad_de_la_empresa,En caso de que podamos ayudarte ¿Estás dispuesto a invertir para profesionalizar tus números e incrementar la rentabilidad de la empresa?,SINGLE_OPTIONS,ulSxEI2MQJaKkGls1L88
en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,{{contact.en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad}},contact.en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,En caso de que podamos ayudarte con nuestro acompañamiento: ¿Estás dispuesto a invertir para profesionalizar tus números e incrementar tu rentabilidad?,SINGLE_OPTIONS,GxJv5Jd5KTeZKWkErxvd
en_el_enfoque_practico_del_meg_la_amortizacion_de_equipos_se_considera,{{contact.en_el_enfoque_practico_del_meg_la_amortizacion_de_equipos_se_considera}},contact.en_el_enfoque_practico_del_meg_la_amortizacion_de_equipos_se_considera,"En el enfoque práctico del MEG, la amortización de equipos se considera…",CHECKBOX,EevOEq45OrYTll94ETfP
en_el_m_4_para_que_sirven_las_simulaciones,{{contact.en_el_m_4_para_que_sirven_las_simulaciones}},contact.en_el_m_4_para_que_sirven_las_simulaciones,"En el M4, ¿para qué sirven las simulaciones?",CHECKBOX,0CBbOTmJHsTYgUASz4ko
en_el_modulo_1_una_roca_del_dia_es,{{contact.en_el_modulo_1_una_roca_del_dia_es}},contact.en_el_modulo_1_una_roca_del_dia_es,"En el Módulo 1, una “Roca” del día es…",CHECKBOX,DioeG8BZoQFYua5ClVDA
en_el_reglamento_interno_que_debe_quedar_claro,{{contact.en_el_reglamento_interno_que_debe_quedar_claro}},contact.en_el_reglamento_interno_que_debe_quedar_claro,"En el reglamento interno, ¿qué debe quedar claro?",CHECKBOX,A8orha0rCOCwfyxEt4XL
en_que_bloque_del_eerr_van_comisiones_de_pasarela_billetera_y_costos_financieros,{{contact.en_que_bloque_del_eerr_van_comisiones_de_pasarela_billetera_y_costos_financieros}},contact.en_que_bloque_del_eerr_van_comisiones_de_pasarela_billetera_y_costos_financieros,¿En qué bloque del EERR van “comisiones de pasarela/billetera” y costos financieros?,CHECKBOX,00oDEFk2GzZCHNOhPDaH
en_realidad_ya_tengo_todo_claro,{{contact.en_realidad_ya_tengo_todo_claro}},contact.en_realidad_ya_tengo_todo_claro,En realidad ya tengo todo claro!,SINGLE_OPTIONS,MLK5e5k7KMX5NaEuQWLH
en_terminos_de_sustentabilidad_comercial_que_relacion_entre_costo_de_adquisicion_por_venta_cac_y_lifetime_value_ltv_es_la_correcta,{{contact.en_terminos_de_sustentabilidad_comercial_que_relacion_entre_costo_de_adquisicion_por_venta_cac_y_lifetime_value_ltv_es_la_correcta}},contact.en_terminos_de_sustentabilidad_comercial_que_relacion_entre_costo_de_adquisicion_por_venta_cac_y_lifetime_value_ltv_es_la_correcta,"En términos de sustentabilidad comercial, ¿qué relación entre costo de adquisición por venta (CAC) y lifetime value (LTV) es la correcta?",CHECKBOX,0qj713Y1sPNYcY2SH1Cf
en_un_embudo_comercial_simple_los_tres_pasos_clave_son,{{contact.en_un_embudo_comercial_simple_los_tres_pasos_clave_son}},contact.en_un_embudo_comercial_simple_los_tres_pasos_clave_son,"En un embudo comercial simple, los tres pasos clave son:",CHECKBOX,kaFGXWNpIcwB2VgU8Vn0
en_una_escala_de_0_a_10_qu_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otroa_dueoa_de_pyme,{{contact.en_una_escala_de_0_a_10_qu_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otroa_dueoa_de_pyme}},contact.en_una_escala_de_0_a_10_qu_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otroa_dueoa_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 1 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,GvKumaNvyEjik8GHxE03
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_10_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_10_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_10_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 10 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,qx82zq6sRNdROy2jM3QD
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_1_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 1 del MEG a otro/a dueño/a de pyme?",TEXT,DB0hSRC6bwMCqz9ecCse
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_2_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_2_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_2_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 2 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,EiIXMIzUJqRS0E0ibpv3
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_3_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_3_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_3_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 3 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,KPW5YJffV7DMN5Ewgytd
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_4_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_4_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_4_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 4 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,Ll04mLco3JUKsshPOQiH
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_5_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_5_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_5_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 5 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,6Zvt0IOs3YIMugmh4e88
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_6_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_6_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_6_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 6 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,PPQRFS6xMEibzca7bAzV
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_7_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_7_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_7_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 7 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,FFYEKuXKKDzJN6Hcrg2a
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_8_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_8_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_8_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 8 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,PlNIkybHIycvKBiANNA3
en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_9_del_meg_a_otro_a_dueno_a_de_pyme,{{contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_9_del_meg_a_otro_a_dueno_a_de_pyme}},contact.en_una_escala_de_0_a_10_que_tan_probable_es_que_recomiendes_la_unidad_9_del_meg_a_otro_a_dueno_a_de_pyme,"En una escala de 0 a 10, ¿qué tan probable es que recomiendes la Unidad 9 del MEG a otro/a dueño/a de pyme?",SINGLE_OPTIONS,NHAsn7iuEnkLHnNtTIBc
encontras_a_alguien_con_atencion_al_cliente_excepcional_en_un_local_que_accion_sugiere_el_m_8,{{contact.encontras_a_alguien_con_atencion_al_cliente_excepcional_en_un_local_que_accion_sugiere_el_m_8}},contact.encontras_a_alguien_con_atencion_al_cliente_excepcional_en_un_local_que_accion_sugiere_el_m_8,Encontrás a alguien con atención al cliente excepcional en un local. ¿Qué acción sugiere el M8?,CHECKBOX,zFKGW8S2T7ZMaerLHddL
es_gratis,{{contact.es_gratis}},contact.es_gratis,Es gratis?,SINGLE_OPTIONS,IyvdYzFo8JlsBWJYI8hm
escribi_el_estimado,{{contact.escribi_el_estimado}},contact.escribi_el_estimado,Escribi el % estimado,NUMERICAL,gfVUNCeIs7tDOxfcAstM
estado,{{contact.estado}},contact.estado,Estado,SINGLE_OPTIONS,rS0keoWpI9MGpAvSffpr
estado_grupo_wpp,{{contact.estado_grupo_wpp}},contact.estado_grupo_wpp,Estado Grupo Wpp,SINGLE_OPTIONS,lfXujNimtyrmD7rqQ2M8
estado_renovaciones,{{contact.estado_renovaciones}},contact.estado_renovaciones,Estado renovaciones,SINGLE_OPTIONS,lchXNqOiDnNsc0jaxs4B
estarias_dispuesto_a_invertir_minimamente_1500_usd_para_organizar_los_numeros_de_tu_negocio_y_hacerlo_mas_rentable,{{contact.estarias_dispuesto_a_invertir_minimamente_1500_usd_para_organizar_los_numeros_de_tu_negocio_y_hacerlo_mas_rentable}},contact.estarias_dispuesto_a_invertir_minimamente_1500_usd_para_organizar_los_numeros_de_tu_negocio_y_hacerlo_mas_rentable,FV - ¿Estarías dispuesto a invertir minimamente 1500 USD para organizar los números de tu negocio y hacerlo mas rentable?,RADIO,oakCbK81Uy1VJq5oBBLS
estrategia,{{contact.estrategia}},contact.estrategia,Estrategia,MULTIPLE_OPTIONS,zX0LhynejCRmdIi47Gc6
etapa_club,{{contact.etapa_club}},contact.etapa_club,Etapa Club,SINGLE_OPTIONS,a5RpJtyXWHk02O6J4pzM
f_abandono,{{contact.f_abandono}},contact.f_abandono,F. abandono,DATE,8JrCpmexml9RVUb91tU1
f_acceso,{{contact.f_acceso}},contact.f_acceso,F. acceso,DATE,MBeaHbItStchkKB0MMGF
f_cashflow,{{contact.f_cashflow}},contact.f_cashflow,F Cashflow,DATE,1VSDZ7ZMLZ6x2eYDNq0p
f_caso_de_extio,{{contact.f_caso_de_extio}},contact.f_caso_de_extio,F. Caso de extio,DATE,9el3l3QF0S3gmbta6ukA
f_coaching,{{contact.f_coaching}},contact.f_coaching,F Coaching,DATE,PaOdMW8hZ9aCitqEqvYc
f_costos_1,{{contact.f_costos_1}},contact.f_costos_1,F costos 1,DATE,qxQ2xXu9m4ZPGPLxNmaV
f_costos_2,{{contact.f_costos_2}},contact.f_costos_2,F Costos 2,DATE,Wnp49cBr2w9zZx2pZFOr
f_diagnostico,{{contact.f_diagnostico}},contact.f_diagnostico,F. diagnostico,DATE,i3LUHsyL5wjrirlgygT8
f_eerr_economico,{{contact.f_eerr_economico}},contact.f_eerr_economico,F EERR Economico,DATE,slQCdx4zpkn4VCiZKaDb
f_eerr_financiero,{{contact.f_eerr_financiero}},contact.f_eerr_financiero,F EERR Financiero,DATE,hYJpfCzyxH7Bk46zjKJn
f_inicio_renovacion,{{contact.f_inicio_renovacion}},contact.f_inicio_renovacion,F. inicio renovacion,DATE,0HdjelOQVlJvkBusV33Q
f_onboarding,{{contact.f_onboarding}},contact.f_onboarding,F. Onboarding,DATE,snVYQ6sSCFR6RhXhlA5y
f_pago_con_acceso,{{contact.f_pago_con_acceso}},contact.f_pago_con_acceso,F. pago con acceso,DATE,YqOzuq7agCcwGZ5VDOA6
f_primer_resultado,{{contact.f_primer_resultado}},contact.f_primer_resultado,F. primer resultado,DATE,p3EBbxJXDK04IiHv6tQB
f_recordatorio_contrato,{{contact.f_recordatorio_contrato}},contact.f_recordatorio_contrato,F. recordatorio contrato,DATE,rIRemu1ckvHCVRfDa944
f_traffiker,{{contact.f_traffiker}},contact.f_traffiker,F Traffiker,DATE,3vumt6Nypv4qfMLUait2
fbclid,{{contact.fbclid}},contact.fbclid,fbclid,TEXT,W9nmlqGjevDucBnlVQbq
fecha_15d,{{contact.fecha_15d}},contact.fecha_15d,Fecha 15D,DATE,sd2xPllOoitIbbWZPWtv
fecha_cancelada,{{contact.fecha_cancelada}},contact.fecha_cancelada,Fecha cancelada,DATE,cuDMFMcLQBrmo0Qp73NS
fecha_de_agendamiento,{{contact.fecha_de_agendamiento}},contact.fecha_de_agendamiento,Fecha de agendamiento,DATE,PTPdxxP6RSSSRRwG5HGO
fecha_de_inicio_estimado,{{contact.fecha_de_inicio_estimado}},contact.fecha_de_inicio_estimado,Fecha de inicio estimado,DATE,PP2Xc2ISLRKZYeQE5bfm
fecha_de_llamada,{{contact.fecha_de_llamada}},contact.fecha_de_llamada,Fecha de llamada,DATE,Z4K9UkRa3kYieGYUFfAg
fecha_esp,{{contact.fecha_esp}},contact.fecha_esp,Fecha esp,TEXT,C4yM38WqPcvISyRbfgzX
fecha_final,{{contact.fecha_final}},contact.fecha_final,Fecha final,DATE,aH75309glRcblx1oFxnc
fecha_finalizacion,{{contact.fecha_finalizacion}},contact.fecha_finalizacion,Fecha finalizacion,DATE,Kmx9hWONPQ8dLm1RGGIi
fecha_hoy,{{contact.fecha_hoy}},contact.fecha_hoy,Fecha hoy,DATE,edG4ueiMtqIFPUsqSDBv
fecha_nps__1,{{contact.fecha_nps__1}},contact.fecha_nps__1,Fecha NPS - 1 ,DATE,Kubj04F7QBQ1NnDSwOTG
fecha_nps__2,{{contact.fecha_nps__2}},contact.fecha_nps__2,Fecha NPS - 2,DATE,JoqhVsXjUEQG2O45cRvm
fecha_nps__3,{{contact.fecha_nps__3}},contact.fecha_nps__3,Fecha NPS - 3,DATE,98nFwRmTtHC4XdWjwv4y
fecha_nps__4,{{contact.fecha_nps__4}},contact.fecha_nps__4,Fecha NPS - 4,DATE,oWkLhoDST6QBwL6NsRKQ
fecha_nps__5,{{contact.fecha_nps__5}},contact.fecha_nps__5,Fecha NPS - 5,DATE,VuQrecyPXWBTc2SQCEAf
fecha_nps__6,{{contact.fecha_nps__6}},contact.fecha_nps__6,Fecha NPS - 6,DATE,YfIxRilW6OL8Sm3R8Hvb
fecha_nps__7,{{contact.fecha_nps__7}},contact.fecha_nps__7,Fecha NPS - 7,DATE,l83CbY5zFnZmmXhEAYnU
