clave_unica,merge_tag,fieldKey_completo,nombre,dataType,id
tu_equipo_propone_dejar_el_crm_porque_toma_tiempo_que_argumento_es_mas_solido,{{contact.tu_equipo_propone_dejar_el_crm_porque_toma_tiempo_que_argumento_es_mas_solido}},contact.tu_equipo_propone_dejar_el_crm_porque_toma_tiempo_que_argumento_es_mas_solido,Tu equipo propone dejar el CRM porque “toma tiempo”. ¿Qué argumento es más sólido?,CHECKBOX,EOBmtMKD7aVYogeV20p4
ultima_fecha_de_avance,{{contact.ultima_fecha_de_avance}},contact.ultima_fecha_de_avance,Ultima fecha de avance,DATE,tLFdVuUQQWSp31VDwQmB
ultima_respuesta,{{contact.ultima_respuesta}},contact.ultima_respuesta,Ultima respuesta,DATE,TEecdiMKtIA9topoo02F
ultimo_medio,{{contact.ultimo_medio}},contact.ultimo_medio,Ultimo medio,SINGLE_OPTIONS,iO0qznxgOFzpYpalOc6O
ultimo_origen,{{contact.ultimo_origen}},contact.ultimo_origen,Ultimo Origen,TEXT,4ztqffaiHCHNrPADkxvO
un_miembro_de_nuestro_equipo_se_pondra_en_contacto_con_vos_puedes_atender_una_llamada_previa_de_10_minutos_la_llamada_es_para_conocer_tu_situacion_y_confirmar_si_podemos_ayudarte,{{contact.un_miembro_de_nuestro_equipo_se_pondra_en_contacto_con_vos_puedes_atender_una_llamada_previa_de_10_minutos_la_llamada_es_para_conocer_tu_situacion_y_confirmar_si_podemos_ayudarte}},contact.un_miembro_de_nuestro_equipo_se_pondra_en_contacto_con_vos_puedes_atender_una_llamada_previa_de_10_minutos_la_llamada_es_para_conocer_tu_situacion_y_confirmar_si_podemos_ayudarte,Un miembro de nuestro equipo se pondrá en contacto con vos. ¿Puedes atender una llamada previa de 10 minutos? La llamada es para conocer tu situación y confirmar si podemos ayudarte. ,SINGLE_OPTIONS,YHwL0DVDcMg4GRLsd4vv
usuario_ig,{{contact.usuario_ig}},contact.usuario_ig,Usuario IG,TEXT,8YWCEVO8NMJdXay7OaYa
utm_adname,{{contact.utm_adname}},contact.utm_adname,adname,TEXT,fbraf4GlIIY4qyaU3ulz
utm_campaign,{{contact.utm_campaign}},contact.utm_campaign,utm_campaign,TEXT,rI1TDim3BRrjF5IoC7r2
utm_content,{{contact.utm_content}},contact.utm_content,utm_content,TEXT,8sD386EIim4vYYrwRMXd
utm_medium,{{contact.utm_medium}},contact.utm_medium,utm_medium,TEXT,sitlucva1eFh1SgpxWLq
utm_source,{{contact.utm_source}},contact.utm_source,utm_source,TEXT,k96ikVbLB6JfxXSE2DG1
utm_term,{{contact.utm_term}},contact.utm_term,utm_term,TEXT,5upv4d9nF42Q56X2jdP1
v2_contame_mas_sobre_tu_negocio_que_crees_que_deberias_mejorar_en_tus_finanzas_para_que_tu_empresa_sea_mas_rentable,{{contact.v2_contame_mas_sobre_tu_negocio_que_crees_que_deberias_mejorar_en_tus_finanzas_para_que_tu_empresa_sea_mas_rentable}},contact.v2_contame_mas_sobre_tu_negocio_que_crees_que_deberias_mejorar_en_tus_finanzas_para_que_tu_empresa_sea_mas_rentable,Contame más sobre tu negocio: ¿Que crees que deberías mejorar en tus finanzas para que tu empresa sea más rentable? ,LARGE_TEXT,cmciioBOzTDRNFLYM8PR
v2_en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,{{contact.v2_en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad}},contact.v2_en_caso_de_que_podamos_ayudarte_estas_dispuesto_a_invertir_para_profesionalizar_tus_numeros_e_incrementar_tu_rentabilidad,En caso de que podamos ayudarte ¿Estas dispuesto a invertir para profesionalizar tus números e incrementar tu rentabilidad? ,SINGLE_OPTIONS,dDJmyiemBodgXtFYDwCW
vendiste_el_25_de_enero_con_cobro_en_60_dias_se_acredita_el_26_de_marzo_como_se_refleja_correctamente,{{contact.vendiste_el_25_de_enero_con_cobro_en_60_dias_se_acredita_el_26_de_marzo_como_se_refleja_correctamente}},contact.vendiste_el_25_de_enero_con_cobro_en_60_dias_se_acredita_el_26_de_marzo_como_se_refleja_correctamente,Vendiste el 25 de enero con cobro en 60 días (se acredita el 26 de marzo). ¿Cómo se refleja correctamente?,CHECKBOX,YDmixK6nrrnKgcArvExe
ventaja_del_crm_frente_a_listas_sueltas_en_excel_agenda,{{contact.ventaja_del_crm_frente_a_listas_sueltas_en_excel_agenda}},contact.ventaja_del_crm_frente_a_listas_sueltas_en_excel_agenda,Ventaja del CRM frente a listas sueltas en Excel/agenda:,CHECKBOX,eZuTyR8TzvOwCTyOkvof
viste_alguna_clase_de_matias_anteriormente,{{contact.viste_alguna_clase_de_matias_anteriormente}},contact.viste_alguna_clase_de_matias_anteriormente,FV - ¿Viste alguna clase de Matías anteriormente?,SINGLE_OPTIONS,LKodHpcA2YhTRXwCFG0e
whats_the_biggest_challenge_you_face_in_your_career_right_now,{{contact.whats_the_biggest_challenge_you_face_in_your_career_right_now}},contact.whats_the_biggest_challenge_you_face_in_your_career_right_now,What’s the biggest challenge you face in your career right now?,CHECKBOX,ymmA0zPpO3h890fMOh26
which_of_these_is_a_key_benefit_of_working_with_a_career_coach,{{contact.which_of_these_is_a_key_benefit_of_working_with_a_career_coach}},contact.which_of_these_is_a_key_benefit_of_working_with_a_career_coach,Which of these is a key benefit of working with a career coach?,CHECKBOX,1BgIjK4nU2HZQbiHGThk
yes_or_no_do_you_know_what_skills_are_needed_for_the_next_step_in_your_career,{{contact.yes_or_no_do_you_know_what_skills_are_needed_for_the_next_step_in_your_career}},contact.yes_or_no_do_you_know_what_skills_are_needed_for_the_next_step_in_your_career,Yes or No: Do you know what skills are needed for the next step in your career?,RADIO,8oBT5Xhw1f34YMtZqbT4
